index,id,title,authors,field,field_multi,is_AP,is_NA,community,four
17,2503.21700v1,Normalized solutions of one-dimensional defocusing NLS equations with nonlinear point interactions,Daniele Barbera; Filippo Boni; Simone Dovetta; Lorenzo Tentarelli,AP,AP,1,0,2,AP-only
18,2503.21684v1,Decorated phases in triblock copolymers: zeroth- and first-order analysis,Stanley Alama; Lia Bronsard; Xinyang Lu; Chong Wang,AP,AP,1,0,16,AP-only
19,2503.21675v1,Reducing of system of partial differential equations and generalized symmetry of ordinary differential equations,I. M. Tsyfra; P. Sitko,AP,AP,1,0,58,AP-only
20,2503.21625v1,On the reverse isoperimetric inequality in Gauss space,Friedemann Brock; Francesco Chiacchio,AP,AP,1,0,3,AP-only
21,2503.21604v1,On the dynamics of leapfrogging vortex rings,Martin Donati; Lars Eric Hientzsch; Christophe Lacave; Evelyne Miot,AP,AP,1,0,22,AP-only
22,2503.21580v1,Global higher integrability and Hardy inequalities for double-phase functionals under a capacity density condition,Fabian Bäuerlein; Samuele Riccò; Leah Schätzler,AP,AP,1,0,0,AP-only
23,2503.21572v2,Convergence of a Stochastic Particle System to the Continuous Generalized Exchange-Driven Growth Model,Chun Yin Lam; André Schlichting,AP,AP,1,0,19,AP-only
24,2503.21527v1,Dispersive estimates and optimality for Schrödinger equations on product cones,Kouichi Taira,AP,AP,1,0,2,AP-only
25,2503.21523v1,A weak energy identity for $(n+α)$-harmonic maps with a free boundary in a sphere,Dorian Martino; Katarzyna Mazowiecka; Rémy Rodiac,AP,AP,1,0,3,AP-only
26,2503.21509v1,Nonlinear Stability of Large-Period Traveling Waves Bifurcating from the Heteroclinic Loop in the FitzHugh-Nagumo Equation,Ji Li; Ke Wang; Qiliang Wu; Qing Yu,AP,AP,1,0,25,AP-only
27,2503.21405v1,On the relativistic effect in the Dirac--Fock theory,Long Meng,AP,AP,1,0,59,AP-only
28,2503.21299v1,Microscopic limits of PDEs modeling macroscopic heat conduction,Ronald Mickens; Talitha Washington,AP,AP,1,0,19,AP-only
29,2503.21247v1,Remarks on the commutation relations between the Gauss--Weierstrass semigroup and monomial weights,Yi C. Huang; Ryunosuke Kusaba; Tohru Ozawa,AP,AP,1,0,29,AP-only
30,2503.21245v1,Global Stable Solutions to the Free Boundary Allen--Cahn and Bernoulli Problems in 3D are One-Dimensional,Hardy Chan; Xavier Fernández-Real; Alessio Figalli; Joaquim Serra,AP,AP,1,0,10,AP-only
31,2503.21181v1,Subwavelength Phononic Bandgaps in High-Contrast Elastic Media,Yuanchun Ren; Bochao Chen; Yixian Gao; Peijun Li,AP,AP,1,0,16,AP-only
32,2503.21131v1,Long-time dynamics of a parabolic-ODE SIS epidemic model with saturated incidence mechanism,Rui Peng; Rachidi Salako; Yixiang Wu,AP,AP,1,0,23,AP-only
33,2503.20971v1,Local well-posedness for cubic fractional Schrödinger equations with derivatives on the right-hand side,Ahmed Dughayshim; Silvino Reyes Farina; Armin Schikorra,AP,AP,1,0,2,AP-only
34,2503.20955v1,Propagation of Shubin-Sobolev singularities of Weyl-quantizations of complex quadratic forms,Marcello Malagutti; Alberto Parmeggiani; Davide Tramontana,AP,AP,1,0,2,AP-only
35,2503.20922v1,A kinetic theory approach to consensus formation in financial markets,Jean-Gabriel Attali; Francesco Salvarani,AP,AP,1,0,23,AP-only
36,2503.20760v1,Attractors for the Navier--Stokes--Voight equations and their dimension,Alexei Ilyin; Sergey Zelik,AP,AP,1,0,11,AP-only
37,2503.20747v1,Elliptic boundary-value problems in some distribution spaces of generalized smoothness,Anna Anop; Aleksandr Murach,AP,AP,1,0,3,AP-only
38,2503.20656v1,The Dirichlet problem for the prescribed curvature equations in Minkowski space,Bin Wang,AP,AP,1,0,18,AP-only
39,2503.20645v1,On conditional uniqueness of solutions to stochastic Navier-Stokes Equations,István Gyöngy; Nicolai V. Krylov,AP,AP,1,0,60,AP-only
40,2503.20643v1,Fast relaxation of a viscous vortex in an external flow,Martin Donati; Thierry Gallay,AP,AP,1,0,38,AP-only
41,2503.20628v1,Carleman estimate for full-discrete approximations of the complex Ginzburg-Landau equation with dynamic boundary conditions and applications to controllability,Xu Zhu; Wenwen Zhou; Bin Wu,AP,AP,1,0,15,AP-only
42,2503.20531v1,Uniqueness of solutions for the logarithmic Schrödinger equation,Masayuki Hayashi,AP,AP,1,0,2,AP-only
43,2503.20524v1,Convergence of thresholding energies for anisotropic mean curvature flow on inhomogeneous obstacle,Andrea Chiesa; Karel Svadlenka,AP,AP,1,0,14,AP-only
44,2503.20480v1,On the decay of mass with respect to an invariant measure for semilinear heat equations in exterior domains,Ahmad Fino; Motohiro Sobajima,AP,AP,1,0,17,AP-only
45,2503.20453v1,The regularity problem with a weaker condition on only the transversal direction,Martin Ulmer,AP,AP,1,0,0,AP-only
46,2503.20439v1,The square sticky disk: crystallization and Gamma-convergence to the octagonal anisotropic perimeter,Giacomo Del Nin; Lucia De Luca,AP,AP,1,0,22,AP-only
47,2503.20390v2,"Periodic KPP equations: new insights into persistence, spreading, and the role of advection",Nathanaël Boutillon; François Hamel; Lionel Roques,AP,AP,1,0,25,AP-only
48,2503.20381v1,Travelling waves in non-local reaction-dispersion equations with diffuse levy measures,Emeric Bouin; Jérôme Coville,AP,AP,1,0,25,AP-only
49,2503.20370v1,Entropy Production in General Balance Laws,Rinaldo Colombo; Vincent Perrollaz,AP,AP,1,0,61,AP-only
50,2503.20350v1,A simple proof of reverse Sobolev inequalities on the sphere and Sobolev trace inequalities on the unit ball,Runmin Gong; Qiaohua Yang; Shihong Zhang,AP,AP,1,0,3,AP-only
51,2503.20343v1,Maximal turbulence as a selection criterion for measure-valued solutions,Christian Klingenberg; Simon Markfelder; Emil Wiedemann,AP,AP,1,0,32,AP-only
52,2503.20300v1,Mass concentration of minimizers for $L^2$-subcritical Kirchhoff energy functional in bounded domains,Chen Yang; Shubin Yu; Chun-Lei Tang,AP,AP,1,0,22,AP-only
53,2503.20292v1,Uniqueness of Ricci flow with scaling invariant estimates,Man-Chun Lee,AP,AP,1,0,18,AP-only
54,2503.20284v1,A Polynomial Rate of Convergence for the Dirichlet Problem on Orthodiagonal Maps,David Pechersky,AP,AP,1,0,7,AP-only
55,2503.20277v1,Critical fractional Kirchhoff problems: Uniqueness and Nondegeneracy,Zhipeng Yang; Yuanyang Yu,AP,AP,1,0,0,AP-only
56,2503.20253v1,Nonlinear asymptotic stability of 2D Taylor-Couette flow in the exterior disk,Te Li; Ping Zhang; Yibin Zhang,AP,AP,1,0,11,AP-only
57,2503.20109v1,Quasi-Brittle Fracture: The Blended Approach,Semsi Coskun; Davood Damircheli; Robert Lipton,AP,AP,1,0,14,AP-only
58,2503.20075v1,Singular SPDEs with the Cauchy-Riemann operator on a torus,Zdzisław Brzeźniak; Mikhail Neklyudov; Evelina Shamarova,AP,AP,1,0,0,AP-only
59,2503.20038v1,Asymptotic evaluation of three-dimensional integrals with singularities in application to wave phenomena,A. V. Shanin; A. Yu. Laptev,AP,AP,1,0,20,AP-only
60,2503.20014v1,Diffusion-aggregation equations and volume-preserving mean curvature flows,Jiwoong Jang; Antoine Mellet,AP,AP,1,0,17,AP-only
61,2503.19875v1,On the $Γ$-limit of weighted fractional energies,Andrea Kubin; Giorgio Saracco; Giorgio Stefani,AP,AP,1,0,3,AP-only
62,2503.19866v1,Principal spectral rigidity implies subprincipal spectral rigidity,Maarten V. de Hoop; Joonas Ilmavirta; Vitaly Katsnelson,AP,AP,1,0,22,AP-only
63,2503.19852v2,$H^2$-regularity of Steklov eigenfunctions on convex domains via Rellich-Pohozaev identity,Pier Domenico Lamberti; Luigi Provenzano,AP,AP,1,0,0,AP-only
64,2503.19849v1,The incompressible limit of an inhomogeneous model of tissue growth,Anthony Sulak; Olga Turanova,AP,AP,1,0,22,AP-only
65,2503.19826v1,Computationally Efficient Analysis of Energy Distribution Networks using Finite Volume Method and Interpolatory Model Order Reduction,Saleha Kiran; Farhan Hussain; Mian Ilyas Ahmad,AP,AP,1,0,24,AP-only
66,2503.19780v1,Breakdown of smooth solutions to the subcritical EPDiff equation,Martin Bauer; Stephen C. Preston; Justin Valletta,AP,AP,1,0,26,AP-only
67,2503.19648v1,Stochastic exit-time control on the half-line over a finite horizon,Dariusz Zawisza,AP,AP,1,0,24,AP-only
68,2503.19610v1,An inverse Signorini obstacle problem,Maarten V. de Hoop; Matti Lassas; Jinpeng Lu; Lauri Oksanen; Ziyao Zhao,AP,AP,1,0,31,AP-only
69,2503.19944v1,Global Well-Posedness for the 3D Navier-Stokes Equations under Logarithmically Improved Criteria: Connections to Turbulence Theory,Rishabh Mishra,AP,AP,1,0,11,AP-only
70,2503.19518v1,Fronts in dissipative Fermi-Pasta-Ulam-Tsingou chains,Michael Herrmann; Guillaume James; Karsten Matthies,AP,AP,1,0,15,AP-only
71,2503.19438v1,"Global small data weak solutions of 2-D semilinear wave equations with scale-invariant damping, II",Daoyin He; Qianqian Li; Huicheng Yin,AP,AP,1,0,12,AP-only
72,2503.19424v1,"A linear, unconditionally stable, second order decoupled method for the nematic liquid crystal flows with SAV approach",Ruonan Cao; Nianyu Yi,AP_NA,AP;NA,1,1,13,AP+NA
73,2503.19409v1,Well-Posedness of the Free Boundary Incompressible Porous Media Equation,Mickaël Latocca; Huy Q. Nguyen,AP,AP,1,0,22,AP-only
74,2503.19403v1,Extension principles for the Einstein Yang--Mills system,Junbin Li; Jinhua Wang,AP,AP,1,0,26,AP-only
75,2503.19393v1,Parabolic Extrapolation and Its Applications to Characterizing Parabolic BMO Spaces via Parabolic Fractional Commutators,Mingming Cao; Weiyi Kong; Dachun Yang; Wen Yuan; and Chenfeng Zhu,AP,AP,1,0,29,AP-only
76,2503.20809v1,Limiting Behaviors of Besov Seminorms for Dunkl Operators,Huaiqian Li; Bingyao Wu,AP,AP,1,0,22,AP-only
77,2503.19315v1,The global existence and blowup of the classical solution to the relativistic dust in a FLRW geometry,Xianshu Ju; Xiangkai Ke; Changhua Wei,AP,AP,1,0,62,AP-only
78,2503.19184v1,Global solutions for a chemotaxis-Navier-Stokes model with potential consumption,Daniel Barbosa; Gabriela Planas; Francisco Guillén-González,AP,AP,1,0,23,AP-only
79,2503.19154v1,Global minimizers for fast diffusion versus nonlocal interactions on negatively curved manifolds,José A. Carrillo; Razvan C. Fetecau; Hansol Park,AP,AP,1,0,22,AP-only
80,2503.19129v1,An inverse Problem for the cubic $α$-NLS in Sobolev spaces,Zachary Lee; Nataša Pavlović,AP,AP,1,0,2,AP-only
81,2503.19106v1,Solvability of the Dirichlet problem using a weaker Carleson condition in the upper half plane,Martin Ulmer,AP,AP,1,0,0,AP-only
82,2503.19057v1,Weighted fractional Hardy-Sobolev and Hardy-Sobolev-Maz'ya inequalities with singularities on flat submanifold,Michał Kijaczko; Vivek Sahu,AP,AP,1,0,63,AP-only
83,2503.18932v1,"Existence, uniqueness and regularity for elliptic $p$-Laplace systems with complex coefficients",Wontae Kim; Matias Vestberg,AP,AP,1,0,0,AP-only
84,2503.18917v1,Regularity of vectorial minimizers for non-uniformly elliptic anisotropic integrals,Pasquale Ambrosio; Giovanni Cupini; Elvira Mascolo,AP,AP,1,0,0,AP-only
85,2503.18876v2,Singularity formation for the 1D model of EMHD,Chao Wu,AP,AP,1,0,32,AP-only
86,2503.18870v1,On the singular limit of Brinkman's law to Darcy's law,Noemi David; Matt Jacobs; Inwon Kim,AP,AP,1,0,22,AP-only
87,2503.18864v1,The Graph Geometric Control Condition,Kaïs Ammari; Alessandro Duca; Romain Joly; Kévin Le Balc'h,AP,AP,1,0,2,AP-only
88,2503.18837v1,Dirichlet-to-Neumann operator for the Helmholtz problem with general wavenumbers on the $n$-sphere,Benedikt Gräßle; Stefan A. Sauter,AP_NA,AP;NA,1,1,16,AP+NA
89,2503.18779v1,Asymptotics of the quantization problem on metric measure spaces,Ata Deniz Aydin,AP,AP,1,0,3,AP-only
90,2503.18757v1,The structure of fully nonlinear equations and its applications to prescribed problems on complete conformal metrics,Rirong Yuan,AP,AP,1,0,26,AP-only
91,2503.18720v1,On a mixed problem for the nonstationary Stokes system in an angle,Jürgen Rossmann,AP,AP,1,0,0,AP-only
92,2503.18717v1,Fractional elliptic reaction-diffusion systems with coupled gradient terms and different diffusion,Somia Atmani; Kheireddine Biroud; Maha Daoud; El-Haj Laamri,AP,AP,1,0,17,AP-only
93,2503.18677v1,Global small data weak solutions of 2-D semilinear wave equations with scale-invariant damping,Li Qianqian; Wang Dinghuai; Yin Huicheng,AP,AP,1,0,12,AP-only
94,2503.18664v1,Adaptive finite element approximation for quasi-static crack growth,Vito Crismale; Manuel Friedrich; Joscha Seutter,AP,AP,1,0,14,AP-only
95,2503.18656v1,Solution Theory of Hamilton-Jacobi-Bellman Equations in Spectral Barron Spaces,Ye Feng; Jianfeng Lu,AP,AP,1,0,8,AP-only
96,2503.18520v1,The well-posedness and convergence of higher-order Hartree equations in critical Sobolev spaces on $\mathbb{T}^3$,Ryan L. Acosta Babb; Andrew Rout,AP,AP,1,0,2,AP-only
97,2503.18515v1,Recovering a (1+1)-dimensional wave equation from a single white noise boundary measurement,Emilia L. K. Blåsten; Tapio Helin; Antti Kujanpää; Lauri Oksanen; Jesse Railo,AP,AP,1,0,31,AP-only
98,2503.18481v1,Chernoff solutions of the heat and the Schrödinger equation in the Heisenberg group,Nicolò Drago; Sonia Mazzucchi; Andrea Pinamonti,AP,AP,1,0,2,AP-only
99,2503.18477v1,Nonlinear multidomain model for nerve bundles with random structure,Irina Pettersson; Antonina Rybalko; Volodymyr Rybalko,AP,AP,1,0,23,AP-only
100,2503.18450v1,Some general external forces and critical mild solutions for the fractional Navier-Stokes equations,Diego Chamorro; Maxence Mansais,AP,AP,1,0,11,AP-only
101,2503.18411v1,On Exponents of Thickness in Geometry Rigidity Inequality for Shells,Liang-Biao Chen; Peng-Fei Yao,AP,AP,1,0,64,AP-only
102,2503.18410v1,Concentrating solutions of nonlinear Schrödinger systems with mixed interactions,Qing Guo; Angela Pistoia; Shixin Wen,AP,AP,1,0,65,AP-only
103,2503.18232v1,Riesz Transform Characterizations of $H^1$ and {\rm BMO} on Ahlfors Regular Sets with Small Oscillations,Dorina Mitrea; Irina Mitrea; Marius Mitrea,AP,AP,1,0,29,AP-only
104,2503.18222v1,Filtering of Stochastic Nonlinear Wave Equations,Sivaguru S. Sritharan; Saba Mudaliar,AP,AP,1,0,66,AP-only
105,2503.18157v1,The superposition principle for local 1-dimensional currents,Luigi Ambrosio; Federico Renzi; Federico Vitillaro,AP,AP,1,0,3,AP-only
106,2503.18149v1,Well-posedness of the electron MHD with partial resistivity,Mimi Dai; Hassan Babaei,AP,AP,1,0,32,AP-only
107,2503.18143v1,Small-scale turbulence limit of Fokker-Planck equation for polymers in turbulent flow,Yassine Tahraoui,AP,AP,1,0,67,AP-only
108,2503.18041v1,Non-uniqueness of Leray-Hopf Solutions to Forced Stochastic Hyperdissipative Navier-Stokes Equations up to Lions Index,Weiquan Chen; Zhao Dong; Yang Zheng,AP,AP,1,0,11,AP-only
109,2503.17874v1,Extension theory via boundary triplets for infinite-dimensional implicit port-Hamiltonian systems,Hannes Gernandt; Friedrich Philipp; Till Preuster; Manuel Schaller,AP,AP,1,0,15,AP-only
110,2503.17775v1,On long time behavior of solutions of the Schrödinger-KdV system with and without resonant interactions,Felipe Linares; Dequin Zhou,AP,AP,1,0,2,AP-only
111,2503.17567v1,Stability of Gaussian Poincaré inequalities and Heisenberg Uncertainty Principle with monimial weights,Nguyen Lam; Guozhen Lu; Andrey Russanov,AP,AP,1,0,68,AP-only
112,2503.17508v1,On the inverse elastic problem for isotropic media using Eshelby and Lippmann-Schwinger integral formulations,Drossos Gintides; Leonidas Mindrinos,AP,AP,1,0,14,AP-only
113,2503.17466v2,Global Hypoellipticity and Solvability with Loss of Derivatives on the Torus,André Pedroso Kowacs; Alexandre Kirilov,AP,AP,1,0,2,AP-only
114,2503.17066v1,Formation of condensations for non-radial solutions to 3-wave kinetic equations,Gigliola Staffilani; Minh-Binh Tran,AP,AP,1,0,26,AP-only
115,2503.17049v1,"Optimal control on a brain tumor growth model with lactate metabolism, viscoelastic effects, and tissue damage",Giulia Cavalleri; Alain Miranville,AP,AP,1,0,19,AP-only
116,2503.17023v1,A free boundary approach to the quasistatic evolution of debonding models,Eleonora Maggiorelli; Filippo Riva; Edoardo Giovanni Tolotti,AP,AP,1,0,14,AP-only
117,2503.16829v1,Quantitative stratification for the fractional Allen-Cahn equation and stationary nonlocal minimal surface,Kelei Wang; Juncheng Wei; Ke Wu,AP,AP,1,0,22,AP-only
118,2503.16813v1,A note on the existence of self-similar profiles of the hydrodynamic formulation of the focusing nonlinear Schrödinger equation,Gonzalo Cao-Labora; Javier Gómez-Serrano; Jia Shi; Gigliola Staffilani,AP,AP,1,0,2,AP-only
119,2503.16808v1,"Gradient continuity for the parabolic $(1,\,p)$-Laplace system",Shuntaro Tsubouchi,AP,AP,1,0,0,AP-only
120,2503.16758v1,Nonlinear stability of compressible vortex sheets in three-dimensional elastodynamics,Robin Ming Chen; Feimin Huang; Dehua Wang; Difan Yuan,AP,AP,1,0,10,AP-only
121,2503.16723v1,Divergence-free drifts decrease concentration,Elias Hess-Childs; Renaud Raquépas; Keefer Rowan,AP,AP,1,0,30,AP-only
122,2503.16702v1,Asymptotics for resolutions and smoothings of Calabi-Yau conifolds,Abdou Oussama Benabida,AP,AP,1,0,10,AP-only
123,2503.16642v1,Turing Instability Suppressed and Induced by Multiplicative Noise in Brusselator System,Qasim Khan; Anthony Suen; Bao Quoc Tang,AP,AP,1,0,23,AP-only
124,2503.16388v1,A Mixed-FEM approximation with uniform conservation of the exponential stability for a class of anisotropic port-Hamiltonian system and its application to LQ control,Luis A. Mora; Kirsten Morris,AP_NA,AP;NA,1,1,15,AP+NA
125,2503.16362v1,Global well-posedness for the Navier-Stokes system in new critical mixed-norm Besov spaces,Leithold L. Aurazo-Alvarez; Wladimir Neves,AP,AP,1,0,11,AP-only
126,2503.16238v2,On a 1d nonlocal transport of the incompressible porous media equation,Caifeng Liu; Wanwan Zhang,AP,AP,1,0,0,AP-only
127,2503.16230v1,Modulated phases in Ising systems with long-range antiferromagnetic and short-range ferromagnetic interactions,Andrea Braides; Fabrizio Caragiulo,AP,AP,1,0,69,AP-only
128,2503.16189v1,Sharp Strong Convergence in Ideal Flows,Haroune Houamed; Marc Magaña,AP,AP,1,0,11,AP-only
129,2503.16110v1,Compact implicit high resolution numerical method for solving transport problems with sorption isotherms,Dagmar Zakova; Peter Frolkovic,AP_NA,AP;NA,1,1,70,AP+NA
130,2503.16105v1,An Orlicz space approach to exponential elliptic problems in higher dimensions,Alberto Boscaggin; Francesca Colasuonno; Benedetta Noris; Federica Sani,AP,AP,1,0,0,AP-only
131,2503.16095v1,Boundary regularity theory of the singular Lane-Emden-Fowler equation in a Lipschitz domain,Yahong Guo; Congming Li; Chilin Zhang,AP,AP,1,0,0,AP-only
132,2503.16093v2,A Cheeger-type inequality for the drift Laplacian with Wentzell-type boundary condition,Marie Bormann,AP,AP,1,0,30,AP-only
133,2503.16092v1,Well-Posedness and Stability of Infinite-Dimensional Systems Under Monotone Feedback,Anthony Hastir; Lassi Paunonen,AP,AP,1,0,15,AP-only
134,2503.16035v1,Representation of Global Viscosity Solutions for Tonelli Hamiltonians,Skander Charfi,AP,AP,1,0,30,AP-only
135,2503.15864v1,Standing waves with prescribed mass for NLS equations with Hardy potential in the half-space under Neumman boundary condition,Yuxuan Zhang; Xiaojun Chang; Lin Chen,AP,AP,1,0,2,AP-only
136,2503.15858v1,Solutions with prescribed mass for $L^2$-supercritical NLS equations under Neumann boundary conditions,Xiaojun Chang; Vicenţiu D. Rădulescu; Yuxuan Zhang,AP,AP,1,0,2,AP-only
137,2503.17404v1,Inverse source problems for a multidimensional time-fractional wave equation with integral overdetermination conditions,Durdiev Durdimurod Kalandarovich,AP,AP,1,0,15,AP-only
138,2503.15839v1,Structural stability of cylindrical supersonic solutions to the steady Euler-Poisson system,Chunpeng Wang; Zihao Zhang,AP,AP,1,0,10,AP-only
139,2503.15813v4,An isoperimetric inequality for lower order Neumann eigenvalues in Gauss space,Yi Gao; Kui Wang,AP,AP,1,0,3,AP-only
140,2503.15806v1,"Kinks of fractional $φ^4$ models: existence, uniqueness, monotonicity, stability, and sharp asymptotics",Atanas G. Stefanov; P. G. Kevrekidis,AP,AP,1,0,0,AP-only
141,2503.15716v1,"Closed BV-extension and $W^{1,1}$-extension sets",Emanuele Caputo; Jesse Koivu; Danka Lučić; Tapio Rajala,AP,AP,1,0,3,AP-only
142,2503.15713v1,Bifurcations of unstable eigenvalues for Stokes waves derived from conserved energy,Sergey Dyachenko; Dmitry E. Pelinovsky,AP,AP,1,0,22,AP-only
143,2503.15480v1,The Cauchy problem for nonlinear dispersive models of long internal waves in the presence of the Coriolis force,Ricardo Freire; Thyago S. R. Santos,AP,AP,1,0,12,AP-only
144,2503.15444v3,On the optimal control of viscous Cahn-Hilliard systems with hyperbolic relaxation of the chemical potential,Pierluigi Colli; Jürgen Sprekels,AP,AP,1,0,23,AP-only
145,2503.15385v1,Spherical caps do not always maximize Neumann eigenvalues on the sphere,Dorin Bucur; Richard S. Laugesen; Eloi Martinet; Mickaël Nahon,AP,AP,1,0,18,AP-only
146,2503.15375v1,Well-Posedness of Contact Discontinuity Solutions and Vanishing Pressure Limit for the Aw-Rascle Traffic Flow Model,Zijie Deng; Wenjian Peng; Tian-Yi Wang; Haoran Zhang,AP,AP,1,0,10,AP-only
147,2503.15236v1,"Hypercontractivity of the heat flow on ${\sf RCD}(0,N)$ spaces: sharpness and equality",Alexandru Kristály; Alexandru Pîrvuceanu,AP,AP,1,0,3,AP-only
148,2503.15152v1,On a few counterexamples to solvability of the $div$ equation in domains with external cusps,Matúš Letko; Milan Pokorný,AP,AP,1,0,0,AP-only
149,2503.15151v1,Energy concentration in a two-dimensional magnetic skyrmion model: variational analysis of lattice and continuum theories,Luca Briani; Marco Cicalese; Leonard Kreutz,AP,AP,1,0,27,AP-only
150,2503.15142v1,Non-uniqueness of normalized NLS ground states on bounded domains with homogeneous Neumann boundary conditions,Simone Dovetta; Enrico Serra; Lorenzo Tentarelli,AP,AP,1,0,2,AP-only
151,2503.15099v1,Quasiparticle solutions to the 1D nonlocal Fisher--KPP equation with a fractal time derivative in the weak diffusion approximation,A. V. Shapovalov; S. A. Siniukov,AP,AP,1,0,19,AP-only
152,2503.15076v1,Kink breathers on a traveling wave background in the defocusing modified Korteweg--de Vries equation,Lynnyngs Kelly Arruda; Dmitry E. Pelinovsky,AP,AP,1,0,30,AP-only
153,2503.15071v1,Instability of the peaked traveling wave in a local model for shallow water waves,Fábio Natali; Dmitry E. Pelinovsky; Shuoyang Wang,AP,AP,1,0,71,AP-only
154,2503.14978v1,Inferring diffusivity from killed diffusion,Richard Nickl; Fanny Seizilles,AP_NA,AP;NA,1,1,8,AP+NA
155,2503.14934v1,Layer dynamics for the Allen-Cahn equation with nonlinear phase-dependent diffusion,José Alejandro Butanda Mejía; Daniel Castañon Quiroz; Raffaele Folino; Luis Fernando Lopez Ríos,AP,AP,1,0,23,AP-only
156,2503.14914v1,Inverse Problems for Mean Field Games,Hongyu Liu; Catharine W. K. Lo; Shen Zhang,AP,AP,1,0,24,AP-only
157,2503.14889v1,Long-time asymptotics of 3-solitary waves for the damped nonlinear Klein-Gordon equation,Kenjiro Ishizuka,AP,AP,1,0,26,AP-only
158,2503.14888v1,Perturbed Fourier Transform Associated with Schrödinger Operators,Shijun Zheng,AP,AP,1,0,2,AP-only
159,2503.14886v1,Three dimensional spherical transonic shock in a hemispherical shell,Shangkun Weng,AP,AP,1,0,10,AP-only
160,2503.14885v1,Some Remarks on the Riesz and reverse Riesz transforms on Broken Line,Dangyang He,AP,AP,1,0,29,AP-only
161,2503.14864v1,Riesz and reverse Riesz on Manifolds with Quadratically Decaying Curvature,Dangyang He,AP,AP,1,0,3,AP-only
162,2503.14846v1,On the first width of hyperbolic surfaces: multiplicity and lower bounds,Vanderson Lima,AP,AP,1,0,18,AP-only
163,2503.14808v1,Global well-posedness and optimal time-decay of 3D full compressible Navier-Stokes system,Wenwen Huo; Chao Zhang,AP,AP,1,0,11,AP-only
164,2503.14777v1,Blowup for the forced electron MHD,Mimi Dai,AP,AP,1,0,32,AP-only
165,2503.14763v1,The Field Equations of Penalized non-Parametric Regression,Sven Pappert,AP,AP,1,0,5,AP-only
166,2503.14699v1,Non-Uniqueness of Smooth Solutions of the Navier-Stokes Equations from Critical Data,Matei P. Coiculescu; Stan Palasek,AP,AP,1,0,11,AP-only
167,2503.14695v1,Three-dimensional Supersonic flows for the steady Euler-Poisson system in divergent nozzles,Hyangdong Park,AP,AP,1,0,10,AP-only
168,2503.14676v1,An Inverse Problem for symmetric hyperbolic Partial Differential Operators on Complete Riemannian Manifolds,Teemu Saksala; Andrew Shedlock,AP,AP,1,0,18,AP-only
169,2503.14667v1,Elliptic systems in Orlicz-Sobolev spaces with critical sources in bounded domains,Pablo Ochoa,AP,AP,1,0,0,AP-only
170,2503.14666v1,Convex Optimization Boundary-Control Policies for Stability and Invariance of Traffic Flow Dynamics,Maria Teresa Chiri; Roberto Guglielmi; Gennaro Notomista,AP,AP,1,0,72,AP-only
171,2503.14658v1,Lagrangian chaos and unique ergodicity for stochastic primitive equations,Antonio Agresti,AP,AP,1,0,13,AP-only
172,2503.14636v1,Complex interpolation of weighted Sobolev spaces with boundary conditions,Floris B. Roodenburg,AP,AP,1,0,3,AP-only
173,2503.14440v2,Rods in flows: the PDE theory of immersed elastic filaments,Dallas Albritton; Laurel Ohm,AP,AP,1,0,10,AP-only
174,2503.14367v1,Polyhedral reconstruction via Boundary Control method,Dimitra Kyriakopoulou,AP,AP,1,0,4,AP-only
175,2503.14361v1,Multiplicity of Laplacian eigenvalues that can be represented by sum of two squares using number theory,Changfeng Zhou; Taige Wang,AP,AP,1,0,0,AP-only
176,2503.14320v1,"Extension of Boundary Control method to elliptic and parabolic problems, and its application to the Calderon problem",Dimitra Kyriakopoulou,AP,AP,1,0,73,AP-only
177,2503.14296v1,Fractional fast diffusion with initial data a Radon measure,Jorge Ruiz-Cases,AP,AP,1,0,30,AP-only
178,2503.14276v1,On decoupling and restriction estimates,Changkeun Oh,AP,AP,1,0,3,AP-only
179,2503.14230v1,Mathematical modeling of Buruli ulcer spread,Shimi Chettiparambil Mohanan; Christina Surulescu; Neslihan Nesliye Pelen,AP,AP,1,0,27,AP-only
180,2503.14225v1,On a class of nonlinear BGK-type kinetic equations with density dependent collision rates,Josephine Evans; Daniel Morris; Havva Yoldaş,AP,AP,1,0,19,AP-only
181,2503.14215v1,Rigidity results for the capillary overdetermined problem,Yuanyuan Lian; Pieralberto Sicbaldi,AP,AP,1,0,29,AP-only
182,2503.14210v1,Blow-up of radially symmetric solutions for a cubic NLS type system in dimension 4,Maicon Hespanha; Ademir Pastor,AP,AP,1,0,2,AP-only
183,2503.14206v1,Linear stability analysis of the Couette flow for 2D compressible Navier-Stokes-Poisson system,Yurui Lu; Xueke Pu,AP,AP,1,0,11,AP-only
184,2503.14191v1,The onset of instability for zonal stratospheric flows,Adrian Constantin; Pierre Germain; Zhiwu Lin; Hao Zhu,AP,AP,1,0,10,AP-only
185,2503.14187v1,Non-convergence of the Navier-Stokes equations toward the Euler equations in weak Besov spaces,Yanghai Yu; Jinlu Li,AP,AP,1,0,11,AP-only
186,2503.14142v1,Coercivity and Gamma-convergence of the $p$-energy of sphere-valued Sobolev maps,Michele Caselli; Mattia Freguglia; Nicola Picenni,AP,AP,1,0,3,AP-only
187,2503.14132v1,"A note on Laplacian bounds, deformation properties and isoperimetric sets in metric measure spaces",Enrico Pasqualetto; Tapio Rajala,AP,AP,1,0,3,AP-only
